SubtID	SubtDays	Status	SubtStartYear	Source	PaymentMethod	MetroArea
152878	59	Stop	2002	Outdoor	Check	Primary
153876	258	Stop	2004	Direct Mail	CreditCard	Primary
153878	18	Stop	2003	Phone	Check	Primary
154876	30	Stop	2001	Phone	Check	Primary
154877	13	Stop	2003	Phone	Check	Primary
155876	12	Stop	2000	Other	Check	Primary
155877	31	Stop	2002	Phone	Check	Primary
156876	139	Stop	2004	Outdoor	Check	Primary
156877	349	Stop	2001	Direct Mail	Check	Primary
157876	13	Stop	2001	Phone	Check	Region
158876	122	Stop	2004	Outdoor	Check	Primary
160876	4	Stop	2001	Phone	Check	Primary
160877	17	Stop	2001	Phone	Check	Primary
161876	25	Stop	2001	Phone	Check	Region
161877	132	Stop	2002	Phone	Check	Primary
161878	12	Stop	2001	Phone	Check	Primary
162877	70	Stop	2002	Phone	Check	Primary
162878	34	Stop	2001	Voluntary	Check	Primary
163878	1355	Active	2001	Direct Mail	Check	Primary
164876	27	Stop	2001	Phone	Check	Region
164877	76	Stop	2002	Phone	Check	Primary
164878	31	Stop	2000	Phone	Check	Region
165876	20	Stop	2003	Phone	Check	Region
165877	139	Stop	2004	Outdoor	Check	Primary
165878	104	Stop	2002	Phone	Check	Primary
166876	86	Stop	2004	Outdoor	Check	Primary
166878	668	Stop	2001	Phone	Check	Primary
167876	61	Stop	2003	Phone	Check	Primary
167878	165	Stop	2001	Phone	Check	Region
168878	13	Stop	2003	Phone	Check	Primary
169876	92	Stop	2002	Phone	Check	Primary
169877	197	Stop	2004	Outdoor	Check	Primary
170876	6	Stop	2001	Phone	Check	Primary
170877	55	Stop	2003	Outdoor	Check	Primary
170878	22	Stop	2002	Phone	Check	Primary
171878	217	Stop	2002	Phone	Check	Region
172876	13	Stop	2002	Phone	Check	Region
172878	21	Stop	2004	Phone	Check	Primary
173877	87	Stop	2001	Phone	Check	Primary
174876	13	Stop	2002	Phone	Check	Region
174877	63	Stop	2002	Phone	Check	Primary
175876	48	Stop	2002	Phone	Check	Region
175878	13	Stop	2002	Other	Check	Primary
176876	88	Stop	2000	Phone	Check	Primary
176877	80	Stop	2000	Other	Check	Primary
176878	712	Active	2003	Voluntary	CreditCard	Primary
177876	19	Stop	2002	Phone	Check	Primary
177877	13	Stop	2002	Phone	Check	Region
178876	56	Stop	2003	Phone	Check	Primary
178877	13	Stop	2002	Phone	Check	Primary
179878	97	Stop	2002	Outdoor	Check	Primary
180876	647	Active	2003	Phone	Check	Primary
180877	64	Stop	2003	Phone	Check	Primary
180878	88	Stop	2001	Phone	Check	Primary
181876	13	Stop	2002	Phone	Check	Primary
181877	75	Stop	2002	Phone	Check	Primary
182878	900	Active	2002	Voluntary	Check	Primary
183876	104	Stop	2004	Outdoor	Check	Region
183877	7	Stop	2003	Phone	Check	Region
184876	24	Stop	2001	Outdoor	Check	Primary
185876	5	Stop	2002	Phone	Check	Primary
185877	6	Stop	2002	Phone	Check	Region
185878	60	Stop	2003	Outdoor	Check	Primary
186876	13	Stop	2001	Phone	Check	Primary
186877	32	Stop	2001	Phone	Check	Primary
186878	2	Stop	2003	Phone	Check	Primary
187876	90	Stop	2001	Phone	Check	Primary
188876	13	Stop	2003	Phone	Check	Region
188877	238	Stop	2002	Direct Mail	Check	Primary
189877	13	Stop	2003	Phone	Check	Primary
189878	1021	Stop	2000	Voluntary	Check	Primary
191876	46	Stop	2003	Outdoor	Check	Primary
191877	13	Stop	2003	Phone	Check	Region
191878	81	Stop	2003	Outdoor	Check	Primary
192877	72	Stop	2003	Phone	Check	Primary
193876	95	Stop	2001	Direct Mail	Check	Primary
193877	13	Stop	2002	Phone	Check	Primary
194876	366	Stop	2001	Voluntary	Check	Region
195876	211	Stop	2003	Outdoor	Check	Primary
195877	336	Stop	2002	Phone	Check	Region
195878	15	Stop	2003	Outdoor	Check	Primary
196876	28	Stop	2004	Phone	Check	Primary
196877	20	Stop	2000	Phone	Check	Primary
197876	62	Stop	2001	Other	Check	Primary
197877	1277	Active	2001	Outdoor	CreditCard	Primary
198876	13	Stop	2001	Phone	Check	Primary
198878	80	Stop	2003	Phone	Check	Region
199878	329	Stop	2002	Direct Mail	Check	Primary
200877	13	Stop	2001	Phone	Check	Region
200878	157	Stop	2001	Voluntary	Check	Primary
201876	75	Stop	2003	Phone	Check	Primary
201877	29	Stop	2000	Phone	Check	Primary
202876	73	Stop	2002	Direct Mail	Check	Primary
202878	92	Stop	2000	Phone	Check	Primary
203876	26	Stop	2002	Outdoor	Check	Primary
203877	58	Stop	2003	Phone	Check	Primary
203878	23	Stop	2001	Phone	Check	Primary
205877	37	Stop	2003	Outdoor	Check	Primary
205878	132	Stop	2001	Outdoor	Check	Primary
206878	9	Stop	2002	Phone	Check	Primary
207878	43	Stop	2003	Outdoor	Check	Primary
208877	18	Stop	2003	Outdoor	Check	Primary
208878	5	Stop	2001	Phone	Check	Primary
209876	167	Stop	2003	Outdoor	Check	Primary
209877	13	Stop	2002	Phone	Check	Primary
209878	91	Stop	2001	Outdoor	Check	Primary
210876	96	Stop	2001	Outdoor	Check	Primary
210877	11	Stop	2001	Phone	Check	Primary
211876	89	Stop	2001	Voluntary	Check	Region
211877	676	Stop	2001	Direct Mail	Check	Primary
211878	13	Stop	2002	Phone	Check	Region
213877	78	Stop	2003	Outdoor	Check	Primary
214877	53	Stop	2002	Phone	Check	Primary
215876	220	Stop	2003	Outdoor	Check	Region
216876	33	Stop	2003	Outdoor	Check	Primary
217877	53	Stop	2002	Phone	Check	Primary
218876	13	Stop	2002	Voluntary	Check	Primary
218877	121	Stop	2002	Outdoor	Check	Primary
218878	20	Stop	2001	Phone	Check	Primary
219877	80	Stop	2003	Phone	Check	Primary
219878	1497	Active	2001	Direct Mail	Check	Primary
220877	51	Stop	2002	Phone	Check	Primary
221877	50	Stop	2002	Phone	Check	Primary
221878	80	Stop	2002	Phone	Check	Primary
222876	139	Stop	2004	Outdoor	Check	Primary
222877	543	Stop	2003	Direct Mail	Check	Primary
222878	445	Stop	2001	Direct Mail	CreditCard	Primary
223876	136	Stop	2004	Outdoor	Check	Primary
223877	58	Stop	2004	Voluntary	Check	Primary
223878	27	Stop	2002	Phone	Check	Region
224877	32	Stop	2002	Outdoor	Check	Primary
224878	20	Stop	2002	Phone	Check	Primary
225876	84	Stop	2000	Phone	Check	Region
225878	12	Stop	2002	Phone	Check	Primary
226878	293	Stop	2001	Phone	Check	Primary
227876	88	Stop	2003	Outdoor	Check	Primary
227877	60	Stop	2000	Phone	Check	Primary
227878	13	Stop	2002	Phone	Check	Primary
228877	9	Stop	2001	Phone	Check	Primary
229876	111	Stop	2002	Phone	Check	Primary
229877	50	Stop	2002	Phone	Check	Primary
229878	34	Stop	2001	Phone	Check	Primary
230876	90	Stop	2002	Other	Check	Primary
230878	13	Stop	2002	Phone	Check	Primary
231876	139	Stop	2004	Outdoor	Check	Primary
231877	46	Stop	2003	Phone	Check	Primary
231878	251	Stop	2003	Voluntary	Check	Primary
232877	72	Stop	2001	Phone	Check	Region
232878	1322	Active	2001	Voluntary	Check	Primary
233876	55	Stop	2002	Phone	Check	Region
233877	413	Stop	2002	Voluntary	CreditCard	Region
233878	69	Stop	2003	Outdoor	Check	Primary
234878	40	Stop	2003	Outdoor	Check	Primary
235876	14	Stop	2001	Phone	Check	Region
235877	69	Stop	2004	Outdoor	Check	Primary
235878	265	Stop	2001	Phone	Check	Primary
236876	101	Stop	2001	Outdoor	Check	Primary
236877	13	Stop	2002	Other	Check	Primary
236878	181	Stop	2003	Phone	Check	Region
237876	433	Stop	2002	Direct Mail	CreditCard	Primary
238876	114	Stop	2003	Outdoor	Check	Primary
238878	13	Stop	2002	Phone	Check	Primary
240877	48	Stop	2003	Outdoor	Check	Region
240878	18	Stop	2002	Phone	Check	Primary
241876	243	Stop	2003	Outdoor	Check	Primary
241877	81	Stop	2001	Phone	Check	Primary
242876	61	Stop	2003	Phone	Check	Primary
243876	160	Stop	2003	Phone	Check	Primary
243877	13	Stop	2002	Phone	Check	Primary
243878	1	Stop	2001	Phone	CreditCard	Primary
244876	139	Stop	2003	Outdoor	Check	Primary
244878	67	Stop	2002	Phone	Check	Primary
245876	19	Stop	2003	Outdoor	Check	Primary
245877	69	Stop	2003	Outdoor	Check	Primary
245878	85	Stop	2003	Phone	Check	Primary
246877	87	Stop	2002	Outdoor	Check	Primary
247877	77	Stop	2003	Phone	Check	Primary
247878	42	Stop	2001	Phone	Check	Primary
248877	2	Stop	2001	Voluntary	CreditCard	Primary
249876	72	Stop	2002	Phone	Check	Primary
249877	48	Stop	2001	Phone	Check	Primary
249878	11	Stop	2000	Phone	Check	Primary
250876	6	Stop	2001	Other	Check	Primary
250877	90	Stop	2002	Phone	Check	Primary
251877	94	Stop	2002	Voluntary	Check	Primary
251878	13	Stop	2002	Phone	Check	Primary
252877	899	Stop	2001	Phone	Check	Primary
252878	14	Stop	2001	Phone	Check	Primary
253878	70	Stop	2002	Outdoor	Check	Primary
254876	98	Stop	2003	Phone	Check	Primary
254877	13	Stop	2002	Other	Check	Primary
254878	8	Stop	2002	Phone	Check	Primary
255876	13	Stop	2002	Phone	Check	Primary
255877	59	Stop	2002	Phone	Check	Primary
256878	8	Stop	2002	Phone	Check	Region
257876	133	Stop	2004	Outdoor	Check	Primary
257877	426	Stop	2001	Direct Mail	Check	Primary
258878	223	Stop	2002	Voluntary	Check	Primary
260877	77	Stop	2001	Phone	Check	Region
260878	279	Stop	2001	Voluntary	Check	Primary
261876	13	Stop	2002	Phone	Check	Primary
261877	86	Stop	2004	Direct Mail	Check	Primary
262876	20	Stop	2001	Phone	Check	Region
262877	1041	Stop	2000	Phone	Check	Primary
263876	124	Stop	2000	Outdoor	Check	Primary
264876	493	Stop	2001	Voluntary	CreditCard	Primary
264878	5	Stop	2003	Phone	Check	Primary
265877	60	Stop	2000	Phone	Check	Primary
265878	89	Stop	2001	Direct Mail	Check	Primary
266876	98	Stop	2003	Outdoor	Check	Region
266878	123	Stop	2001	Phone	Check	Primary
267876	97	Stop	2002	Phone	Check	Primary
267877	55	Stop	2001	Phone	Check	Primary
268876	37	Stop	2001	Phone	Check	Primary
270876	67	Stop	2001	Phone	Check	Primary
270878	20	Stop	2002	Phone	Check	Primary
271877	13	Stop	2002	Phone	Check	Primary
271878	74	Stop	2001	Other	Check	Primary
272877	84	Stop	2003	Outdoor	Check	Primary
272878	109	Stop	2002	Outdoor	Check	Region
273877	13	Stop	2001	Phone	Check	Primary
274876	27	Stop	2002	Outdoor	Check	Primary
274877	92	Stop	2002	Phone	Check	Primary
274878	123	Stop	2002	Outdoor	Check	Primary
275877	224	Stop	2002	Voluntary	Check	Primary
275878	133	Stop	2000	Outdoor	Check	Primary
276876	76	Stop	2001	Phone	Check	Primary
276877	27	Stop	2000	Phone	Check	Primary
277876	147	Stop	2001	Voluntary	Check	Primary
278877	60	Stop	2001	Outdoor	Check	Primary
278878	135	Stop	2004	Outdoor	Check	Primary
279876	13	Stop	2002	Phone	Check	Primary
280878	69	Stop	2004	Outdoor	Check	Primary
281878	49	Stop	2002	Direct Mail	Check	Primary
282876	248	Stop	2002	Phone	Check	Region
282877	76	Stop	2003	Direct Mail	CreditCard	Region
282878	90	Stop	2004	Outdoor	Check	Region
283876	28	Stop	2003	Phone	Check	Primary
283877	65	Stop	2002	Outdoor	Check	Primary
284878	528	Active	2003	Direct Mail	Check	Region
286877	93	Stop	2002	Phone	Check	Primary
286878	118	Stop	2001	Phone	Check	Region
287877	58	Stop	2000	Phone	Check	Primary
287878	13	Stop	2002	Phone	Check	Primary
288877	13	Stop	2001	Phone	Check	Primary
289877	13	Stop	2002	Phone	Check	Primary
289878	209	Stop	2001	Voluntary	Check	Primary
290877	13	Stop	2003	Phone	Check	Region
290878	13	Stop	2003	Other	Check	Region
292877	89	Stop	2000	Phone	Check	Region
292878	162	Stop	2001	Direct Mail	Check	Primary
293876	72	Stop	2003	Phone	Check	Region
293878	27	Stop	2001	Direct Mail	Check	Primary
294877	97	Stop	2000	Outdoor	Check	Primary
295876	73	Stop	2001	Phone	Check	Region
295877	6	Stop	2003	Phone	Check	Primary
295878	97	Stop	2004	Other	Check	Primary
296877	46	Stop	2003	Phone	Check	Primary
296878	455	Stop	2002	Outdoor	Check	Primary
297877	105	Stop	2003	Outdoor	Check	Primary
297878	6	Stop	2001	Phone	Check	Primary
298877	149	Stop	2004	Outdoor	Check	Primary
298878	34	Stop	2004	Other	Check	Primary
299876	2	Stop	2002	Phone	Check	Primary
299877	83	Stop	2003	Outdoor	Check	Primary
299878	738	Active	2003	Direct Mail	CreditCard	Primary
300876	524	Stop	2001	Direct Mail	Check	Primary
300877	121	Stop	2001	Voluntary	Check	Primary
300878	16	Stop	2002	Phone	Check	Primary
301876	103	Stop	2001	Other	Check	Region
301877	76	Stop	2001	Direct Mail	CreditCard	Primary
302876	115	Stop	2003	Outdoor	Check	Primary
302877	345	Stop	2003	Direct Mail	Check	Primary
302878	84	Stop	2003	Outdoor	Check	Primary
303876	962	Active	2002	Outdoor	Check	Primary
303877	405	Stop	2002	Voluntary	Check	Primary
304876	80	Stop	2002	Phone	Check	Primary
304878	78	Stop	2002	Phone	Check	Primary
305878	9	Stop	2002	Phone	Check	Primary
306876	65	Stop	2003	Phone	Check	Primary
307876	51	Stop	2002	Phone	Check	Primary
307877	101	Stop	2004	Outdoor	Check	Primary
307878	13	Stop	2001	Phone	Check	Primary
308876	194	Stop	2000	Phone	Check	Primary
309876	13	Stop	2001	Phone	Check	Primary
309877	107	Stop	2003	Outdoor	Check	Primary
309878	93	Stop	2002	Phone	Check	Primary
310876	35	Stop	2002	Phone	Check	Region
310877	55	Stop	2003	Outdoor	Check	Primary
311876	143	Stop	2003	Outdoor	Check	Primary
311878	202	Stop	2003	Voluntary	Check	Primary
312876	18	Stop	2002	Phone	Check	Primary
312877	62	Stop	2001	Phone	Check	Primary
312878	57	Stop	2001	Phone	Check	Primary
313876	13	Stop	2001	Phone	Check	Primary
313877	13	Stop	2001	Phone	Check	Region
314878	13	Stop	2003	Other	Check	Primary
315876	107	Stop	2001	Outdoor	Check	Region
315877	451	Active	2004	Direct Mail	CreditCard	Primary
316876	118	Stop	2003	Direct Mail	Check	Primary
317876	355	Stop	2002	Direct Mail	CreditCard	Primary
318878	129	Stop	2004	Outdoor	Check	Primary
319876	13	Stop	2002	Phone	Check	Primary
319878	123	Stop	2004	Outdoor	Check	Primary
321876	20	Stop	2002	Other	Check	Region
322876	108	Stop	2004	Phone	Check	Primary
322877	13	Stop	2003	Phone	Check	Region
322878	21	Stop	2000	Phone	Check	Primary
323876	7	Stop	2003	Phone	Check	Primary
323878	75	Stop	2001	Phone	Check	Primary
325878	194	Stop	2002	Phone	Check	Region
326876	265	Stop	2001	Direct Mail	Check	Primary
326877	655	Stop	2002	Phone	Check	Primary
327876	324	Stop	2001	Voluntary	Check	Region
328876	1525	Active	2001	Phone	Check	Primary
329876	1403	Active	2001	Phone	Check	Primary
329877	13	Stop	2001	Phone	Check	Primary
329878	376	Stop	2001	Phone	Check	Primary
330876	13	Stop	2001	Phone	Check	Region
330878	34	Stop	2001	Other	Check	Primary
331876	217	Stop	2001	Direct Mail	Check	Primary
332876	209	Stop	2002	Phone	Check	Region
332878	89	Stop	2003	Phone	Check	Region
333877	437	Active	2004	Voluntary	Check	Primary
333878	8	Stop	2002	Phone	Check	Region
334876	13	Stop	2002	Phone	Check	Primary
334878	32	Stop	2002	Other	Check	Primary
335876	1	Stop	2001	Phone	Check	Primary
335877	25	Stop	2002	Phone	Check	Primary
335878	44	Stop	2003	Outdoor	Check	Primary
336876	42	Stop	2003	Phone	Check	Primary
337877	101	Stop	2003	Voluntary	Check	Primary
338877	118	Stop	2001	Outdoor	Check	Primary
338878	13	Stop	2002	Other	Check	Primary
339878	13	Stop	2002	Phone	Check	Primary
340877	64	Stop	2003	Outdoor	Check	Primary
341877	831	Stop	2001	Direct Mail	Check	Primary
341878	1485	Active	2001	Direct Mail	CreditCard	Primary
342876	219	Stop	2002	Phone	Check	Primary
342877	92	Stop	2001	Phone	Check	Primary
343876	41	Stop	2001	Outdoor	Check	Primary
343877	30	Stop	2001	Phone	Check	Primary
344876	153	Stop	2004	Outdoor	Check	Region
345876	222	Stop	2000	Outdoor	Check	Primary
345877	90	Stop	2003	Outdoor	Check	Primary
346876	22	Stop	2001	Phone	Check	Primary
346877	60	Stop	2001	Phone	Check	Primary
346878	17	Stop	2001	Phone	Check	Primary
347876	9	Stop	2000	Phone	Check	Primary
347877	27	Stop	2000	Phone	Check	Primary
347878	200	Stop	2000	Phone	Check	Primary
348877	35	Stop	2003	Outdoor	Check	Primary
348878	42	Stop	2002	Outdoor	Check	Primary
349876	64	Stop	2001	Phone	Check	Primary
349877	103	Stop	2002	Phone	Check	Primary
349878	88	Stop	2002	Phone	Check	Primary
350877	619	Active	2003	Direct Mail	Check	Region
352876	27	Stop	2002	Direct Mail	CreditCard	Primary
352877	112	Stop	2001	Phone	Check	Primary
353876	14	Stop	2003	Phone	Check	Primary
353877	718	Active	2003	Other	Check	Primary
353878	182	Stop	2002	Outdoor	Check	Primary
354876	429	Stop	2001	Voluntary	Check	Primary
354877	389	Active	2004	Voluntary	Check	Region
354878	76	Stop	2003	Phone	Check	Primary
355876	18	Stop	2002	Phone	Check	Primary
356876	69	Stop	2002	Direct Mail	Check	Region
357876	24	Stop	2003	Phone	Check	Primary
357877	101	Stop	2003	Outdoor	Check	Primary
357878	200	Stop	2002	Phone	Check	Region
358876	0	Stop	2004	Phone	Check	Region
358877	0	Stop	2002	Direct Mail	Check	Primary
358878	86	Stop	2001	Phone	Check	Primary
359876	123	Stop	2002	Phone	Check	Primary
359877	93	Stop	2001	Phone	Check	Primary
360878	27	Stop	2002	Phone	Check	Primary
361876	13	Stop	2002	Phone	Check	Primary
361877	13	Stop	2001	Phone	Check	Primary
361878	34	Stop	2000	Phone	Check	Primary
363876	5	Stop	2001	Phone	Check	Primary
363878	1578	Active	2000	Voluntary	CreditCard	Primary
364876	47	Stop	2001	Phone	Check	Region
364877	13	Stop	2003	Phone	Check	Region
364878	36	Stop	2002	Phone	Check	Region
365876	160	Stop	2001	Phone	Check	Primary
365877	13	Stop	2002	Other	Check	Region
365878	97	Stop	2002	Phone	Check	Primary
367876	13	Stop	2001	Phone	Check	Primary
367877	90	Stop	2002	Phone	Check	Primary
368876	27	Stop	2002	Phone	Check	Region
369876	5	Stop	2001	Phone	Check	Primary
369877	235	Stop	2000	Phone	Check	Primary
369878	117	Stop	2003	Outdoor	Check	Primary
370876	32	Stop	2002	Phone	Check	Primary
370878	51	Stop	2001	Phone	Check	Primary
372876	13	Stop	2002	Phone	Check	Primary
372877	341	Stop	2000	Phone	Check	Primary
372878	1427	Stop	2001	Voluntary	Check	Primary
373877	110	Stop	2001	Phone	Check	Primary
374876	224	Stop	2001	Voluntary	Check	Primary
374878	13	Stop	2001	Direct Mail	Check	Region
375878	76	Stop	2001	Phone	Check	Primary
376877	83	Stop	2002	Phone	Check	Primary
376878	20	Stop	2004	Phone	Check	Primary
377876	13	Stop	2002	Phone	Check	Primary
377878	34	Stop	2001	Outdoor	Check	Primary
378877	152	Stop	2001	Voluntary	CreditCard	Primary
379877	13	Stop	2001	Phone	Check	Primary
380877	144	Stop	2003	Outdoor	Check	Primary
380878	90	Stop	2001	Phone	Check	Primary
381877	59	Stop	2001	Phone	Check	Primary
381878	1368	Active	2001	Voluntary	CreditCard	Primary
382878	466	Active	2004	Outdoor	CreditCard	Primary
384876	352	Stop	2002	Direct Mail	CreditCard	Primary
384878	171	Stop	2002	Direct Mail	Check	Primary
385877	107	Stop	2003	Outdoor	Check	Primary
385878	105	Stop	2002	Phone	Check	Primary
386878	72	Stop	2002	Phone	Check	Primary
387876	116	Stop	2003	Outdoor	Check	Primary
388876	43	Stop	2003	Voluntary	Check	Primary
388877	33	Stop	2000	Phone	Check	Region
388878	75	Stop	2003	Phone	Check	Primary
389878	13	Stop	2002	Phone	Check	Primary
390878	398	Stop	2003	Voluntary	CreditCard	Primary
391877	100	Stop	2000	Phone	Check	Primary
391878	58	Stop	2003	Phone	Check	Primary
392876	55	Stop	2001	Phone	Check	Primary
393876	18	Stop	2004	Other	Check	Primary
393877	46	Stop	2003	Outdoor	Check	Primary
393878	251	Stop	2004	Other	Check	Region
394876	13	Stop	2001	Phone	Check	Primary
395877	13	Stop	2001	Phone	Check	Primary
395878	13	Stop	2002	Phone	Check	Primary
396878	13	Stop	2003	Other	Check	Region
397876	369	Stop	2002	Voluntary	Check	Primary
397877	965	Stop	2002	Voluntary	Check	Region
397878	13	Stop	2002	Phone	Check	Primary
398876	21	Stop	2003	Phone	Check	Primary
398878	146	Stop	2002	Direct Mail	Check	Primary
399877	54	Stop	2003	Phone	Check	Primary
400877	13	Stop	2002	Phone	Check	Primary
400878	436	Stop	2003	Phone	Check	Region
401877	89	Stop	2002	Phone	Check	Primary
401878	62	Stop	2003	Phone	Check	Primary
402876	83	Stop	2003	Other	Check	Primary
402877	722	Stop	2002	Voluntary	CreditCard	Region
404876	10	Stop	2002	Outdoor	Check	Primary
404878	80	Stop	2003	Outdoor	Check	Primary
405877	24	Stop	2004	Phone	Check	Primary
405878	258	Stop	2003	Outdoor	Check	Primary
406876	243	Stop	2001	Direct Mail	Check	Primary
406877	78	Stop	2002	Phone	Check	Primary
406878	332	Stop	2001	Phone	Check	Primary
407876	56	Stop	2002	Phone	Check	Primary
408876	585	Active	2003	Voluntary	Check	Primary
408878	46	Stop	2003	Phone	Check	Primary
409878	94	Stop	2004	Outdoor	Check	Primary
410876	88	Stop	2002	Phone	Check	Primary
410878	30	Stop	2001	Voluntary	Check	Primary
412876	13	Stop	2002	Phone	Check	Primary
412878	93	Stop	2004	Outdoor	Check	Primary
413876	13	Stop	2002	Phone	Check	Primary
413878	194	Stop	2002	Direct Mail	CreditCard	Primary
414876	81	Stop	2001	Phone	Check	Primary
415876	69	Stop	2001	Phone	Check	Primary
415877	13	Stop	2002	Phone	Check	Primary
415878	87	Stop	2001	Phone	Check	Primary
416877	104	Stop	2004	Phone	Check	Primary
417876	77	Stop	2002	Phone	Check	Primary
418876	9	Stop	2001	Phone	Check	Primary
418877	15	Stop	2000	Phone	Check	Primary
419876	83	Stop	2004	Outdoor	Check	Primary
419878	340	Stop	2001	Phone	Check	Primary
420876	32	Stop	2001	Phone	Check	Primary
421876	13	Stop	2002	Other	Check	Region
421877	27	Stop	2001	Phone	Check	Primary
421878	445	Active	2004	Phone	Check	Region
422877	1019	Active	2002	Phone	Check	Primary
423876	230	Stop	2003	Outdoor	Check	Primary
423877	8	Stop	2000	Phone	Check	Primary
423878	13	Stop	2001	Phone	Check	Primary
424878	127	Stop	2002	Phone	Check	Primary
425876	64	Stop	2003	Outdoor	Check	Primary
426876	52	Stop	2003	Outdoor	Check	Primary
426877	34	Stop	2001	Phone	Check	Primary
427877	769	Active	2003	Phone	Check	Primary
